DispX,DispY,DispZ,flexF
200
5
-0.97141,0.16809,0.16766
-0.48029,-0.74967,0.45533
-0.18382,0.6049,-0.77479
-0.35019,-0.70881,0.61234
-0.58739,0.076436,-0.80569
-0.30657,0.19611,0.93143
-0.32036,0.40145,0.85802
-0.52297,0.49491,-0.69395
-0.72605,0.62184,0.29353
-0.89379,0.19844,-0.40219
-0.45225,-0.89177,-0.014686
-0.41166,-0.5133,-0.75303
-0.95769,-0.27495,0.085077
-0.89586,0.38008,-0.23016
-0.062477,-0.88006,-0.47073
-0.45338,-0.87322,0.17868
-0.83428,0.33544,0.43756
-0.88514,0.44078,0.14915
-0.86478,-0.40094,-0.30233
-0.97538,0.21957,-0.020348
-0.75842,-0.43725,-0.48333
-0.33326,-0.47731,-0.81309
-0.038529,-0.36997,0.92824
-0.22273,0.96587,-0.13223
-0.042133,0.65007,0.75871
-0.018734,0.96252,0.27055
-0.13641,0.81135,0.56842
-0.80355,0.35628,-0.47684
-0.042299,0.6689,-0.74215
-0.93575,-0.27736,0.21782
-0.89254,0.26471,0.36511
-0.60387,-0.16655,-0.77949
-0.96372,0.22158,-0.14883
-0.48093,0.05127,0.87526
-0.21484,0.27575,-0.93691
-0.10427,0.48716,-0.86706
-0.36081,0.78842,-0.4982
-0.93817,-0.032957,0.3446
-0.45777,-0.88832,0.036425
-0.4229,-0.65303,0.62826
-0.17963,-0.72904,0.66048
-0.86554,-0.081239,0.49421
-0.92291,-0.38364,0.032529
-0.95472,0.22446,-0.19527
-0.1663,-0.2068,0.96415
-0.32501,-0.90484,0.275
-0.075809,0.63536,0.76849
-0.76856,0.45753,0.4472
-0.84372,-0.51424,-0.15396
-0.87897,0.47674,0.011165
-0.17042,-0.97982,0.10443
-0.14424,-0.75236,-0.64277
-0.41559,-0.13652,-0.89925
-0.24449,0.82713,-0.50604
-0.52143,0.22718,0.8225
-0.28366,-0.29643,-0.91196
-0.8459,0.52421,-0.098331
-0.70547,0.61812,0.34674
-0.42582,0.84618,0.32039
-0.32419,-0.032673,-0.94543
-0.39965,0.2579,-0.87964
-0.81098,0.55883,0.17326
-0.99425,0.07858,-0.072745
-0.009378,0.99526,-0.096835
-0.98087,-0.18055,0.072779
-0.49808,0.71637,-0.4886
-0.9234,0.28874,-0.25289
-0.1703,-0.19338,0.96623
-0.18786,-0.531,-0.82629
-0.55927,-0.12726,0.81916
-0.51446,-0.33073,0.79117
-0.80169,-0.58606,0.11762
-0.58667,0.583,-0.56208
-0.9179,0.37527,0.12895
-0.22636,-0.96936,0.095349
-0.11009,0.99058,0.081497
-0.27224,-0.022025,-0.96198
-0.95527,0.29372,0.034532
-0.99581,-0.029369,-0.086656
-0.30813,-0.34072,0.88824
-0.4106,0.046448,0.91063
-0.016306,0.20011,-0.97964
-0.26174,-0.79705,-0.54425
-0.71048,0.26284,-0.65278
-0.76243,0.49108,0.42136
-0.62385,-0.43952,-0.64625
-0.038971,-0.92526,0.37733
-0.43104,-0.47432,0.76761
-0.93501,-0.35425,-0.01602
-0.73696,-0.20283,0.64479
-0.91665,0.062079,-0.39484
-0.8717,0.36608,-0.32577
-0.40352,-0.90208,0.15304
-0.85546,0.29701,-0.42423
-0.16076,-0.32236,0.93287
-0.87033,-0.32,0.37432
-0.78156,0.017043,0.62359
-0.80023,-0.58987,-0.10809
-0.77329,-0.18728,0.60576
-0.56356,0.7289,0.38872
-0.41946,0.24507,0.87407
-0.82846,0.55742,-0.054222
-0.76794,0.27753,-0.57727
-0.18986,0.52873,0.82728
-0.22667,0.78113,-0.58177
-0.014026,0.058909,0.99816
-0.61549,-0.39763,0.68049
-0.30096,0.085553,-0.94979
-0.28107,-0.95922,0.03008
-0.73222,-0.16761,0.66012
-0.24085,0.89927,0.36512
-0.23256,-0.85261,-0.46795
-0.15116,-0.95683,0.24826
-0.12573,0.36839,0.92113
-0.2065,-0.62545,0.75244
-0.82601,-0.13198,-0.54798
-0.21481,-0.97499,0.057039
-0.44938,-0.57716,0.68187
-0.017503,0.7792,-0.62653
-0.19392,-0.8444,0.49938
-0.4855,0.38076,-0.78696
-0.89781,0.01147,0.44023
-0.27999,-0.84444,0.45664
-0.80759,-0.52526,0.26814
-0.69209,0.62576,-0.35977
-0.20222,0.42113,-0.88417
-0.6552,-0.16603,0.73698
-0.333,-0.34912,0.87591
-0.47872,-0.25219,-0.84097
-0.4341,0.1346,-0.89075
-0.29097,0.95672,-0.0037902
-0.89754,-0.39861,-0.18848
-0.96391,-0.22586,0.14096
-0.011781,-0.63349,0.77366
-0.58778,-0.7457,0.31377
-0.12376,-0.9641,0.23496
-0.92778,0.23767,-0.28763
-0.47889,-0.13157,-0.86796
-0.83961,0.093936,-0.53501
-0.077253,-0.92461,0.37301
-0.44589,0.10323,0.88911
-0.45395,-0.43058,-0.78008
